Data_Type,Variable_Name,Variable_Start,Variable_End,Variable_Length,Variable_Details_1,Variable_Details_2,Variable_Details_3,Variable_Details_4
byte,hv107_04,845,846,1,Highest year of education completed,,,
byte,hv107_05,847,848,1,Highest year of education completed,,,
byte,hv107_06,849,850,1,Highest year of education completed,,,
byte,hv107_07,851,852,1,Highest year of education completed,,,
byte,hv107_08,853,854,1,Highest year of education completed,,,
byte,hv107_09,855,856,1,Highest year of education completed,,,
byte,hv107_10,857,858,1,Highest year of education completed,,,
byte,hv107_11,859,860,1,Highest year of education completed,,,
byte,hv107_12,861,862,1,Highest year of education completed,,,
byte,hv107_13,863,864,1,Highest year of education completed,,,
byte,hv107_14,865,866,1,Highest year of education completed,,,
byte,hv107_15,867,868,1,Highest year of education completed,,,
byte,hv107_16,869,870,1,Highest year of education completed,,,
byte,hv107_17,871,872,1,Highest year of education completed,,,
byte,hv107_18,873,874,1,Highest year of education completed,,,
byte,hv107_19,875,876,1,Highest year of education completed,,,
byte,hv107_20,877,878,1,Highest year of education completed,,,
byte,hv107_21,879,880,1,Highest year of education completed,,,
byte,hv107_22,881,882,1,Highest year of education completed,,,
byte,hv107_23,883,884,1,Highest year of education completed,,,
byte,hv107_24,885,886,1,Highest year of education completed,,,
byte,hv107_25,887,888,1,Highest year of education completed,,,
byte,hv107_26,889,890,1,Highest year of education completed,,,
byte,hv107_27,891,892,1,Highest year of education completed,,,
byte,hv107_28,893,894,1,Highest year of education completed,,,
byte,hv107_29,895,896,1,Highest year of education completed,,,
byte,hv107_30,897,898,1,Highest year of education completed,,,
byte,hv107_31,899,900,1,Highest year of education completed,,,
byte,hv107_32,901,902,1,Highest year of education completed,,,
byte,hv107_33,903,904,1,Highest year of education completed,,,
byte,hv107_34,905,906,1,Highest year of education completed,,,
byte,hv107_35,907,908,1,Highest year of education completed,,,
byte,hv108_01,909,910,1,Education completed in single years,,,
byte,hv108_02,911,912,1,Education completed in single years,,,
byte,hv108_03,913,914,1,Education completed in single years,,,
byte,hv108_04,915,916,1,Education completed in single years,,,
byte,hv108_05,917,918,1,Education completed in single years,,,
byte,hv108_06,919,920,1,Education completed in single years,,,
byte,hv108_07,921,922,1,Education completed in single years,,,
byte,hv108_08,923,924,1,Education completed in single years,,,
byte,hv108_09,925,926,1,Education completed in single years,,,
byte,hv108_10,927,928,1,Education completed in single years,,,
byte,hv108_11,929,930,1,Education completed in single years,,,
byte,hv108_12,931,932,1,Education completed in single years,,,
byte,hv108_13,933,934,1,Education completed in single years,,,
byte,hv108_14,935,936,1,Education completed in single years,,,
byte,hv108_15,937,938,1,Education completed in single years,,,
byte,hv108_16,939,940,1,Education completed in single years,,,
byte,hv108_17,941,942,1,Education completed in single years,,,
byte,hv108_18,943,944,1,Education completed in single years,,,
byte,hv108_19,945,946,1,Education completed in single years,,,
byte,hv108_20,947,948,1,Education completed in single years,,,
byte,hv108_21,949,950,1,Education completed in single years,,,
byte,hv108_22,951,952,1,Education completed in single years,,,
byte,hv108_23,953,954,1,Education completed in single years,,,
byte,hv108_24,955,956,1,Education completed in single years,,,
byte,hv108_25,957,958,1,Education completed in single years,,,
byte,hv108_26,959,960,1,Education completed in single years,,,
byte,hv108_27,961,962,1,Education completed in single years,,,
byte,hv108_28,963,964,1,Education completed in single years,,,
byte,hv108_29,965,966,1,Education completed in single years,,,
byte,hv108_30,967,968,1,Education completed in single years,,,
byte,hv108_31,969,970,1,Education completed in single years,,,
byte,hv108_32,971,972,1,Education completed in single years,,,
byte,hv108_33,973,974,1,Education completed in single years,,,
byte,hv108_34,975,976,1,Education completed in single years,,,
byte,hv108_35,977,978,1,Education completed in single years,,,
byte,hv109_01,979,979,0,Educational attainment,,,
byte,hv109_02,980,980,0,Educational attainment,,,
byte,hv109_03,981,981,0,Educational attainment,,,
byte,hv109_04,982,982,0,Educational attainment,,,
byte,hv109_05,983,983,0,Educational attainment,,,
byte,hv109_06,984,984,0,Educational attainment,,,
byte,hv109_07,985,985,0,Educational attainment,,,
byte,hv109_08,986,986,0,Educational attainment,,,
byte,hv109_09,987,987,0,Educational attainment,,,
byte,hv109_10,988,988,0,Educational attainment,,,
byte,hv109_11,989,989,0,Educational attainment,,,
byte,hv109_12,990,990,0,Educational attainment,,,
byte,hv109_13,991,991,0,Educational attainment,,,
byte,hv109_14,992,992,0,Educational attainment,,,
byte,hv109_15,993,993,0,Educational attainment,,,
byte,hv109_16,994,994,0,Educational attainment,,,
byte,hv109_17,995,995,0,Educational attainment,,,
byte,hv109_18,996,996,0,Educational attainment,,,
byte,hv109_19,997,997,0,Educational attainment,,,
byte,hv109_20,998,998,0,Educational attainment,,,
byte,hv109_21,999,999,0,Educational attainment,,,
byte,hv109_22,,,0,Educational attainment,,,
byte,hv109_23,,,0,Educational attainment,,,
byte,hv109_24,,,0,Educational attainment,,,
byte,hv109_25,,,0,Educational attainment,,,
byte,hv109_26,,,0,Educational attainment,,,
byte,hv109_27,,,0,Educational attainment,,,
byte,hv109_28,,,0,Educational attainment,,,
byte,hv109_29,,,0,Educational attainment,,,
byte,hv109_30,,,0,Educational attainment,,,
byte,hv109_31,,,0,Educational attainment,,,
byte,hv109_32,,,0,Educational attainment,,,
byte,hv109_33,,,0,Educational attainment,,,
byte,hv109_34,,,0,Educational attainment,,,
byte,hv109_35,,,0,Educational attainment,,,
byte,hv110_01,,,0,NA - Member still in school,,,
byte,hv110_02,,,0,NA - Member still in school,,,
byte,hv110_03,,,0,NA - Member still in school,,,
byte,hv110_04,,,0,NA - Member still in school,,,
byte,hv110_05,,,0,NA - Member still in school,,,
byte,hv110_06,,,0,NA - Member still in school,,,
byte,hv110_07,,,0,NA - Member still in school,,,
byte,hv110_08,,,0,NA - Member still in school,,,
byte,hv110_09,,,0,NA - Member still in school,,,
byte,hv110_10,,,0,NA - Member still in school,,,
byte,hv110_11,,,0,NA - Member still in school,,,
byte,hv110_12,,,0,NA - Member still in school,,,
byte,hv110_13,,,0,NA - Member still in school,,,
byte,hv110_14,,,0,NA - Member still in school,,,
byte,hv110_15,,,0,NA - Member still in school,,,
byte,hv110_16,,,0,NA - Member still in school,,,
byte,hv110_17,,,0,NA - Member still in school,,,
byte,hv110_18,,,0,NA - Member still in school,,,
byte,hv110_19,,,0,NA - Member still in school,,,
byte,hv110_20,,,0,NA - Member still in school,,,
byte,hv110_21,,,0,NA - Member still in school,,,
byte,hv110_22,,,0,NA - Member still in school,,,
byte,hv110_23,,,0,NA - Member still in school,,,
byte,hv110_24,,,0,NA - Member still in school,,,
byte,hv110_25,,,0,NA - Member still in school,,,
byte,hv110_26,,,0,NA - Member still in school,,,
byte,hv110_27,,,0,NA - Member still in school,,,
byte,hv110_28,,,0,NA - Member still in school,,,
byte,hv110_29,,,0,NA - Member still in school,,,
byte,hv110_30,,,0,NA - Member still in school,,,
byte,hv110_31,,,0,NA - Member still in school,,,
byte,hv110_32,,,0,NA - Member still in school,,,
byte,hv110_33,,,0,NA - Member still in school,,,
byte,hv110_34,,,0,NA - Member still in school,,,
byte,hv110_35,,,0,NA - Member still in school,,,
byte,hv111_01,,,0,Mother alive,,,
byte,hv111_02,,,0,Mother alive,,,
byte,hv111_03,,,0,Mother alive,,,
byte,hv111_04,,,0,Mother alive,,,
byte,hv111_05,,,0,Mother alive,,,
byte,hv111_06,,,0,Mother alive,,,
byte,hv111_07,,,0,Mother alive,,,
byte,hv111_08,,,0,Mother alive,,,
byte,hv111_09,,,0,Mother alive,,,
byte,hv111_10,,,0,Mother alive,,,
byte,hv111_11,,,0,Mother alive,,,
byte,hv111_12,,,0,Mother alive,,,
byte,hv111_13,,,0,Mother alive,,,
byte,hv111_14,,,0,Mother alive,,,
byte,hv111_15,,,0,Mother alive,,,
byte,hv111_16,,,0,Mother alive,,,
byte,hv111_17,,,0,Mother alive,,,
byte,hv111_18,,,0,Mother alive,,,
byte,hv111_19,,,0,Mother alive,,,
byte,hv111_20,,,0,Mother alive,,,
byte,hv111_21,,,0,Mother alive,,,
byte,hv111_22,,,0,Mother alive,,,
byte,hv111_23,,,0,Mother alive,,,
byte,hv111_24,,,0,Mother alive,,,
byte,hv111_25,,,0,Mother alive,,,
byte,hv111_26,,,0,Mother alive,,,
byte,hv111_27,,,0,Mother alive,,,
byte,hv111_28,,,0,Mother alive,,,
byte,hv111_29,,,0,Mother alive,,,
byte,hv111_30,,,0,Mother alive,,,
byte,hv111_31,,,0,Mother alive,,,
byte,hv111_32,,,0,Mother alive,,,
byte,hv111_33,,,0,Mother alive,,,
byte,hv111_34,,,0,Mother alive,,,
byte,hv111_35,,,0,Mother alive,,,
byte,hv112_01,,,0,Mother's line number,,,
byte,hv112_02,,,0,Mother's line number,,,
byte,hv112_03,,,0,Mother's line number,,,
byte,hv112_04,,,0,Mother's line number,,,
byte,hv112_05,,,0,Mother's line number,,,
byte,hv112_06,,,0,Mother's line number,,,
byte,hv112_07,,,0,Mother's line number,,,
byte,hv112_08,,,0,Mother's line number,,,
byte,hv112_09,,,0,Mother's line number,,,
byte,hv112_10,,,0,Mother's line number,,,
byte,hv112_11,,,0,Mother's line number,,,
byte,hv112_12,,,0,Mother's line number,,,
byte,hv112_13,,,0,Mother's line number,,,
byte,hv112_14,,,0,Mother's line number,,,
byte,hv112_15,,,0,Mother's line number,,,
byte,hv112_16,,,0,Mother's line number,,,
byte,hv112_17,,,0,Mother's line number,,,
byte,hv112_18,,,0,Mother's line number,,,
byte,hv112_19,,,0,Mother's line number,,,
byte,hv112_20,,,0,Mother's line number,,,
byte,hv112_21,,,0,Mother's line number,,,
byte,hv112_22,,,0,Mother's line number,,,
byte,hv112_23,,,0,Mother's line number,,,
byte,hv112_24,,,0,Mother's line number,,,
byte,hv112_25,,,0,Mother's line number,,,
byte,hv112_26,,,0,Mother's line number,,,
byte,hv112_27,,,0,Mother's line number,,,
byte,hv112_28,,,0,Mother's line number,,,
byte,hv112_29,,,0,Mother's line number,,,
byte,hv112_30,,,0,Mother's line number,,,
byte,hv112_31,,,0,Mother's line number,,,
byte,hv112_32,,,0,Mother's line number,,,
byte,hv112_33,,,0,Mother's line number,,,
byte,hv112_34,,,0,Mother's line number,,,
byte,hv112_35,,,0,Mother's line number,,,
byte,hv113_01,,,0,Father alive,,,
byte,hv113_02,,,0,Father alive,,,
byte,hv113_03,,,0,Father alive,,,
byte,hv113_04,,,0,Father alive,,,
byte,hv113_05,,,0,Father alive,,,
byte,hv113_06,,,0,Father alive,,,
byte,hv113_07,,,0,Father alive,,,
byte,hv113_08,,,0,Father alive,,,
byte,hv113_09,,,0,Father alive,,,
byte,hv113_10,,,0,Father alive,,,
byte,hv113_11,,,0,Father alive,,,
byte,hv113_12,,,0,Father alive,,,
byte,hv113_13,,,0,Father alive,,,
byte,hv113_14,,,0,Father alive,,,
byte,hv113_15,,,0,Father alive,,,
byte,hv113_16,,,0,Father alive,,,
byte,hv113_17,,,0,Father alive,,,
byte,hv113_18,,,0,Father alive,,,
byte,hv113_19,,,0,Father alive,,,
byte,hv113_20,,,0,Father alive,,,
byte,hv113_21,,,0,Father alive,,,
byte,hv113_22,,,0,Father alive,,,
byte,hv113_23,,,0,Father alive,,,
byte,hv113_24,,,0,Father alive,,,
byte,hv113_25,,,0,Father alive,,,
byte,hv113_26,,,0,Father alive,,,
byte,hv113_27,,,0,Father alive,,,
byte,hv113_28,,,0,Father alive,,,
byte,hv113_29,,,0,Father alive,,,
byte,hv113_30,,,0,Father alive,,,
byte,hv113_31,,,0,Father alive,,,
byte,hv113_32,,,0,Father alive,,,
byte,hv113_33,,,0,Father alive,,,
byte,hv113_34,,,0,Father alive,,,
byte,hv113_35,,,0,Father alive,,,
byte,hv114_01,,,0,Father's line number,,,
byte,hv114_02,,,0,Father's line number,,,
byte,hv114_03,,,0,Father's line number,,,
byte,hv114_04,,,0,Father's line number,,,
byte,hv114_05,,,0,Father's line number,,,
byte,hv114_06,,,0,Father's line number,,,
byte,hv114_07,,,0,Father's line number,,,
byte,hv114_08,,,0,Father's line number,,,
byte,hv114_09,,,0,Father's line number,,,
byte,hv114_10,,,0,Father's line number,,,
byte,hv114_11,,,0,Father's line number,,,
byte,hv114_12,,,0,Father's line number,,,
byte,hv114_13,,,0,Father's line number,,,
byte,hv114_14,,,0,Father's line number,,,
byte,hv114_15,,,0,Father's line number,,,
byte,hv114_16,,,0,Father's line number,,,
byte,hv114_17,,,0,Father's line number,,,
byte,hv114_18,,,0,Father's line number,,,
byte,hv114_19,,,0,Father's line number,,,
byte,hv114_20,,,0,Father's line number,,,
byte,hv114_21,,,0,Father's line number,,,
byte,hv114_22,,,0,Father's line number,,,
byte,hv114_23,,,0,Father's line number,,,
byte,hv114_24,,,0,Father's line number,,,
byte,hv114_25,,,0,Father's line number,,,
byte,hv114_26,,,0,Father's line number,,,
byte,hv114_27,,,0,Father's line number,,,
byte,hv114_28,,,0,Father's line number,,,
byte,hv114_29,,,0,Father's line number,,,
byte,hv114_30,,,0,Father's line number,,,
byte,hv114_31,,,0,Father's line number,,,
byte,hv114_32,,,0,Father's line number,,,
byte,hv114_33,,,0,Father's line number,,,
byte,hv114_34,,,0,Father's line number,,,
byte,hv114_35,,,0,Father's line number,,,
byte,hv115_01,,,0,Current marital status,,,
byte,hv115_02,,,0,Current marital status,,,
byte,hv115_03,,,0,Current marital status,,,
byte,hv115_04,,,0,Current marital status,,,
byte,hv115_05,,,0,Current marital status,,,
byte,hv115_06,,,0,Current marital status,,,
byte,hv115_07,,,0,Current marital status,,,
byte,hv115_08,,,0,Current marital status,,,
byte,hv115_09,,,0,Current marital status,,,
byte,hv115_10,,,0,Current marital status,,,
byte,hv115_11,,,0,Current marital status,,,
byte,hv115_12,,,0,Current marital status,,,
byte,hv115_13,,,0,Current marital status,,,
byte,hv115_14,,,0,Current marital status,,,
byte,hv115_15,,,0,Current marital status,,,
byte,hv115_16,,,0,Current marital status,,,
byte,hv115_17,,,0,Current marital status,,,
byte,hv115_18,,,0,Current marital status,,,
byte,hv115_19,,,0,Current marital status,,,
byte,hv115_20,,,0,Current marital status,,,
byte,hv115_21,,,0,Current marital status,,,
byte,hv115_22,,,0,Current marital status,,,
byte,hv115_23,,,0,Current marital status,,,
byte,hv115_24,,,0,Current marital status,,,
byte,hv115_25,,,0,Current marital status,,,
byte,hv115_26,,,0,Current marital status,,,
byte,hv115_27,,,0,Current marital status,,,
byte,hv115_28,,,0,Current marital status,,,
byte,hv115_29,,,0,Current marital status,,,
byte,hv115_30,,,0,Current marital status,,,
byte,hv115_31,,,0,Current marital status,,,
byte,hv115_32,,,0,Current marital status,,,
byte,hv115_33,,,0,Current marital status,,,
byte,hv115_34,,,0,Current marital status,,,
byte,hv115_35,,,0,Current marital status,,,
byte,hv116_01,,,0,Currently,formerly,"never married""",
byte,hv116_02,,,0,Currently,formerly,"never married""",
byte,hv116_03,,,0,Currently,formerly,"never married""",
byte,hv116_04,,,0,Currently,formerly,"never married""",
byte,hv116_05,,,0,Currently,formerly,"never married""",
byte,hv116_06,,,0,Currently,formerly,"never married""",
byte,hv116_07,,,0,Currently,formerly,"never married""",
byte,hv116_08,,,0,Currently,formerly,"never married""",
byte,hv116_09,,,0,Currently,formerly,"never married""",
byte,hv116_10,,,0,Currently,formerly,"never married""",
byte,hv116_11,,,0,Currently,formerly,"never married""",
byte,hv116_12,,,0,Currently,formerly,"never married""",
byte,hv116_13,,,0,Currently,formerly,"never married""",
byte,hv116_14,,,0,Currently,formerly,"never married""",
byte,hv116_15,,,0,Currently,formerly,"never married""",
byte,hv116_16,,,0,Currently,formerly,"never married""",
byte,hv116_17,,,0,Currently,formerly,"never married""",
byte,hv116_18,,,0,Currently,formerly,"never married""",
byte,hv116_19,,,0,Currently,formerly,"never married""",
byte,hv116_20,,,0,Currently,formerly,"never married""",
byte,hv116_21,,,0,Currently,formerly,"never married""",
byte,hv116_22,,,0,Currently,formerly,"never married""",
byte,hv116_23,,,0,Currently,formerly,"never married""",
byte,hv116_24,,,0,Currently,formerly,"never married""",
byte,hv116_25,,,0,Currently,formerly,"never married""",
byte,hv116_26,,,0,Currently,formerly,"never married""",
byte,hv116_27,,,0,Currently,formerly,"never married""",
byte,hv116_28,,,0,Currently,formerly,"never married""",
byte,hv116_29,,,0,Currently,formerly,"never married""",
byte,hv116_30,,,0,Currently,formerly,"never married""",
byte,hv116_31,,,0,Currently,formerly,"never married""",
byte,hv116_32,,,0,Currently,formerly,"never married""",
byte,hv116_33,,,0,Currently,formerly,"never married""",
byte,hv116_34,,,0,Currently,formerly,"never married""",
byte,hv116_35,,,0,Currently,formerly,"never married""",
